Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Election Day Votes,Total Votes,% of Total Votes
County Commissioner District 4,OVER VOTES,,PCT 27,-,-,2,0.08
County Commissioner District 4,OVER VOTES,,PCT 28,-,-,1,0.06
County Commissioner District 4,OVER VOTES,,PCT 29,-,-,8,0.38
County Commissioner District 4,OVER VOTES,,PCT 30,-,-,2,0.21
County Commissioner District 4,OVER VOTES,,PCT 31,-,-,7,0.23
County Commissioner District 4,OVER VOTES,,PCT 32,-,-,3,0.26
County Commissioner District 4,OVER VOTES,,PCT 33,-,-,2,0.16
County Commissioner District 4,OVER VOTES,,PCT 34,-,-,4,0.44
County Commissioner District 4,OVER VOTES,,PCT 35,0,0,0,0.00
County Commissioner District 4,OVER VOTES,,PCT 36,-,-,3,0.46
County Commissioner District 4,OVER VOTES,,PCT 37,-,-,5,0.22
County Commissioner District 4,OVER VOTES,,PCT 38,-,-,1,0.08
County Commissioner District 4,OVER VOTES,,PCT 39,-,-,7,0.25
County Commissioner District 4,OVER VOTES,,PCT 40,-,-,8,0.53
County Commissioner District 4,OVER VOTES,,PCT 41,-,-,5,0.27
County Commissioner District 4,OVER VOTES,,PCT 42,0,0,0,0.00
County Commissioner District 4,OVER VOTES,,PCT 43,-,-,3,0.22
County Commissioner District 4,OVER VOTES,,PCT 44,-,-,2,0.25
County Commissioner District 4,UNDER VOTES,,PCT 1,-,-,156,9.93
County Commissioner District 4,UNDER VOTES,,PCT 2,-,-,108,10.78
County Commissioner District 4,UNDER VOTES,,PCT 3,-,-,53,9.12
County Commissioner District 4,UNDER VOTES,,PCT 4,-,-,197,7.78
County Commissioner District 4,UNDER VOTES,,PCT 5,75,175,250,9.47
County Commissioner District 4,UNDER VOTES,,PCT 6,-,-,351,10.51
County Commissioner District 4,UNDER VOTES,,PCT 7,-,-,60,12.55
County Commissioner District 4,UNDER VOTES,,PCT 8,-,-,619,21.46
County Commissioner District 4,UNDER VOTES,,PCT 9,-,-,593,20.24
County Commissioner District 4,UNDER VOTES,,PCT 10,-,-,702,17.97
County Commissioner District 4,UNDER VOTES,,PCT 11,-,-,920,19.78
County Commissioner District 4,UNDER VOTES,,PCT 12,-,-,767,18.51
County Commissioner District 4,UNDER VOTES,,PCT 13,-,-,376,16.59
County Commissioner District 4,UNDER VOTES,,PCT 14,-,-,524,14.86
County Commissioner District 4,UNDER VOTES,,PCT 15,-,-,461,16.98
County Commissioner District 4,UNDER VOTES,,PCT 16,62,72,134,9.79
County Commissioner District 4,UNDER VOTES,,PCT 17,-,-,344,10.35
County Commissioner District 4,UNDER VOTES,,PCT 18,-,-,216,10.72
County Commissioner District 4,UNDER VOTES,,PCT 19,120,126,246,16.06
County Commissioner District 4,UNDER VOTES,,PCT 20,-,-,190,13.32
County Commissioner District 4,UNDER VOTES,,PCT 21,-,-,435,12.14
County Commissioner District 4,UNDER VOTES,,PCT 22,-,-,387,11.99
County Commissioner District 4,UNDER VOTES,,PCT 23,-,-,489,13.07
County Commissioner District 4,UNDER VOTES,,PCT 24,-,-,199,15.31
County Commissioner District 4,UNDER VOTES,,PCT 25,-,-,227,12.40
County Commissioner District 4,UNDER VOTES,,PCT 26,-,-,280,12.93
County Commissioner District 4,UNDER VOTES,,PCT 27,-,-,332,13.31
County Commissioner District 4,UNDER VOTES,,PCT 28,-,-,249,15.93
County Commissioner District 4,UNDER VOTES,,PCT 29,-,-,322,15.49
County Commissioner District 4,UNDER VOTES,,PCT 30,-,-,147,15.47
County Commissioner District 4,UNDER VOTES,,PCT 31,-,-,545,17.82
County Commissioner District 4,UNDER VOTES,,PCT 32,-,-,327,28.14
County Commissioner District 4,UNDER VOTES,,PCT 33,-,-,276,21.82
County Commissioner District 4,UNDER VOTES,,PCT 34,60,52,112,12.46
County Commissioner District 4,UNDER VOTES,,PCT 35,129,113,242,13.92
County Commissioner District 4,UNDER VOTES,,PCT 36,-,-,121,18.62
County Commissioner District 4,UNDER VOTES,,PCT 37,-,-,353,15.56
County Commissioner District 4,UNDER VOTES,,PCT 38,69,90,159,12.93
County Commissioner District 4,UNDER VOTES,,PCT 39,-,-,417,14.68
County Commissioner District 4,UNDER VOTES,,PCT 40,-,-,227,15.08
County Commissioner District 4,UNDER VOTES,,PCT 41,-,-,263,14.12
County Commissioner District 4,UNDER VOTES,,PCT 42,-,-,195,17.78
County Commissioner District 4,UNDER VOTES,,PCT 43,-,-,217,16.12
County Commissioner District 4,UNDER VOTES,,PCT 44,-,-,177,21.82
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 1,-,-,981,62.44
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 2,146,449,595,59.38
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 3,-,-,346,59.55
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 4,-,-,1520,60.01
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 5,296,1337,1633,61.88
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 6,-,-,2021,60.53
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 7,57,215,272,56.90
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 8,-,-,1736,60.17
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 9,-,-,1774,60.55
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 10,-,-,2337,59.82
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 11,-,-,2813,60.48
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 12,-,-,2520,60.81
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 13,-,-,1386,61.17
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 14,-,-,2146,60.86
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 15,-,-,1719,63.31
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 16,-,-,855,62.45
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 17,-,-,2065,62.12
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 18,-,-,1278,63.42
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 19,-,-,855,55.81
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 20,-,-,867,60.80
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 21,-,-,2249,62.77
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 22,-,-,1951,60.42
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 23,-,-,2333,62.36
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 24,-,-,791,60.85
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 25,369,774,1143,62.42
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 26,444,888,1332,61.52
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 27,-,-,1513,60.67
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 28,-,-,926,59.25
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 29,-,-,1294,62.24
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 30,-,-,565,59.47
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 31,-,-,1712,55.97
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 32,208,357,565,48.62
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 33,-,-,657,51.94
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 34,-,-,550,61.18
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 35,325,640,965,55.49
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 36,-,-,361,55.54
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 37,482,939,1421,62.63
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 38,-,-,775,63.01
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 39,-,-,1748,61.53
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 40,-,-,874,58.07
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 41,-,-,1136,60.98
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 42,261,387,648,59.07
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 43,-,-,807,59.96
Retention of Supreme Court Justice Carlos G. Muñiz,Yes,,PCT 44,-,-,506,62.39
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 1,-,-,446,28.39
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 2,-,-,314,31.34
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 3,38,144,182,31.33
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 4,-,-,786,31.03
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 5,197,552,749,28.38
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 6,277,698,975,29.20
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 7,56,105,161,33.68
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 8,259,451,710,24.61
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 9,253,468,721,24.61
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 10,-,-,1010,25.85
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 11,-,-,1127,24.23
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 12,-,-,1024,24.71
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 13,183,388,571,25.20
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 14,-,-,963,27.31
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 15,187,399,586,21.58
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 16,106,269,375,27.39
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 17,317,622,939,28.25
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 18,131,383,514,25.51
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 19,187,331,518,33.81
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 20,-,-,392,27.49
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 21,306,650,956,26.68
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 22,342,593,935,28.96
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 23,340,655,995,26.60
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 24,110,231,341,26.23
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 25,193,286,479,26.16
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 26,-,-,588,27.16
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 27,-,-,721,28.91
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 28,-,-,473,30.26
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 29,229,351,580,27.90
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 30,115,178,293,30.84
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 31,-,-,922,30.14
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 32,-,-,493,42.43
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 33,194,290,484,38.26
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 34,88,145,233,25.92
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 35,212,333,545,31.34
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 36,81,138,219,33.69
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 37,-,-,670,29.53
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 38,-,-,331,26.91
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 39,291,507,798,28.09
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 40,172,306,478,31.76
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 41,-,-,560,30.06
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 42,153,148,301,27.44
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 43,142,257,399,29.64
Retention of Supreme Court Justice Carlos G. Muñiz,No,,PCT 44,-,-,185,22.81
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 1,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 2,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 3,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 4,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 5,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 6,-,-,1,0.03
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 7,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 8,-,-,1,0.03
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 9,-,-,1,0.03
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 10,-,-,2,0.05
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 11,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 12,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 13,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 14,-,-,1,0.03
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 15,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 16,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 17,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 18,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 19,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 20,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 21,-,-,1,0.03
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 22,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 23,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 24,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 25,-,-,1,0.05
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 26,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 27,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 28,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 29,-,-,1,0.05
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 30,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 31,-,-,1,0.03
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 32,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 33,-,-,1,0.08
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 34,-,-,1,0.11
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 35,-,-,1,0.06
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 36,-,-,1,0.15
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 37,-,-,1,0.04
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 38,-,-,1,0.08
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 39,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 40,-,-,1,0.07
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 41,-,-,1,0.05
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 42,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 43,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,OVER VOTES,,PCT 44,0,0,0,0.00
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 1,-,-,144,9.17
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 2,-,-,93,9.28
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 3,-,-,53,9.12
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 4,-,-,227,8.96
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 5,50,207,257,9.74
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 6,-,-,342,10.24
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 7,-,-,45,9.41
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 8,-,-,438,15.18
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 9,-,-,434,14.81
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 10,-,-,558,14.28
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 11,-,-,711,15.29
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 12,-,-,600,14.48
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 13,-,-,309,13.64
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 14,-,-,416,11.80
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 15,-,-,410,15.10
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 16,46,93,139,10.15
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 17,-,-,320,9.63
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 18,-,-,223,11.07
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 19,60,99,159,10.38
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 20,-,-,167,11.71
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 21,-,-,377,10.52
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 22,-,-,343,10.62
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 23,-,-,413,11.04
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 24,-,-,168,12.92
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 25,-,-,208,11.36
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 26,-,-,245,11.32
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 27,-,-,260,10.43
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 28,-,-,164,10.49
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 29,-,-,204,9.81
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 30,-,-,92,9.68
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 31,-,-,424,13.86
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 32,-,-,104,8.95
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 33,49,74,123,9.72
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 34,39,76,115,12.79
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 35,95,133,228,13.11
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 36,-,-,69,10.62
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 37,-,-,177,7.80
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 38,45,78,123,10.00
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 39,-,-,295,10.38
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 40,-,-,152,10.10
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 41,-,-,166,8.91
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 42,-,-,148,13.49
Retention of Supreme Court Justice Carlos G. Muñiz,UNDER VOTES,,PCT 43,-,-,140,10.40
